id,ucetni_rok,mesic,castka_hal,kategorie,popis_verejny,zdroj_id,obdobi_stav
518-2023-0295,2023,10,286926,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2023-0296,2023,10,158930,Voda/kanalizace (provoz),Vodovod – kalkulační výměr a výkazy,detail-518-2022-2025,uzavrene
518-2023-0297,2023,10,610000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2023-0298,2023,10,610000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2023-0299,2023,10,677600,Zámek (budova),Zámek – statické posudky a dřevěné prvky,detail-518-2022-2025,uzavrene
518-2023-0300,2023,10,740000,Zámek (budova),Revize a nákup hasicích přístrojů,detail-518-2022-2025,uzavrene
518-2023-0301,2023,10,5968930,Zámek (budova),Zámek – pronájem stavebního jeřábu,detail-518-2022-2025,uzavrene
518-2023-0302,2023,10,272446,ČOV / odpadní vody,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2023-0303,2023,11,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2023-0304,2023,11,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2023-0305,2023,11,7000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2023-0306,2023,11,12900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2023-0307,2023,11,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2023-0308,2023,11,84000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2023-0309,2023,11,800000,Geometr./znalecké/KN,"Geometrické plány, znalecké posudky a vklady do katastru",detail-518-2022-2025,uzavrene
518-2023-0310,2023,11,114000,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2023-0311,2023,11,956712,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2023-0312,2023,11,4766795,Odpady (svoz),Bioodpad a kompostování,detail-518-2022-2025,uzavrene
518-2023-0313,2023,11,9509120,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2023-0314,2023,11,25000,Ostatní,Mateřská škola – splátka úvěru,detail-518-2022-2025,uzavrene
518-2023-0315,2023,11,333960,Ostatní,Obecní les – těžba a manipulace se dřevem,detail-518-2022-2025,uzavrene
518-2023-0316,2023,11,526400,Ostatní,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2023-0317,2023,11,648000,Ostatní,"Hřbitov, kaple a pohřebnictví – údržba",detail-518-2022-2025,uzavrene
518-2023-0318,2023,11,750000,Ostatní,"Vodovod – přípojky, navrtací pasy a opravy",detail-518-2022-2025,uzavrene
518-2023-0319,2023,11,7700,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2023-0320,2023,11,27300,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2023-0321,2023,11,41000,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2023-0322,2023,11,1815000,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2023-0323,2023,11,210000,Správa / odborné služby,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2023-0324,2023,11,210000,Správa / odborné služby,Školení zaměstnanců obce,detail-518-2022-2025,uzavrene
518-2023-0325,2023,11,467500,Správa / odborné služby,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2023-0326,2023,11,3016880,Správa / odborné služby,Notářské služby,detail-518-2022-2025,uzavrene
518-2023-0327,2023,11,5227200,Správa / odborné služby,Právní služby,detail-518-2022-2025,uzavrene
518-2023-0328,2023,11,1121,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2023-0329,2023,11,16100,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2023-0330,2023,11,53716,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2023-0331,2023,11,271886,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2023-0332,2023,11,285747,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2023-0333,2023,11,2060000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2023-0334,2023,11,690900,Zámek (budova),Zámek – plynové kotle a revize komínů,detail-518-2022-2025,uzavrene
518-2023-0335,2023,12,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2023-0336,2023,12,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2023-0337,2023,12,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2023-0338,2023,12,10000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2023-0339,2023,12,11400,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2023-0340,2023,12,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2023-0341,2023,12,86000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2023-0342,2023,12,183800,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2023-0343,2023,12,9509120,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2023-0344,2023,12,-30000,Opravy/storna dokladů,Oprava / storno účetního dokladu,detail-518-2022-2025,uzavrene
518-2023-0345,2023,12,25000,Ostatní,Mateřská škola – splátka úvěru,detail-518-2022-2025,uzavrene
518-2023-0346,2023,12,20800,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2023-0347,2023,12,5009400,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2023-0348,2023,12,116200,Správa / odborné služby,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2023-0349,2023,12,150000,Správa / odborné služby,Služby BOZP,detail-518-2022-2025,uzavrene
518-2023-0350,2023,12,200000,Správa / odborné služby,"Kulturní akce, propagace a přání",detail-518-2022-2025,uzavrene
518-2023-0351,2023,12,10000,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2023-0352,2023,12,53716,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2023-0353,2023,12,118800,Telekomunikace / IT,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2023-0354,2023,12,271886,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2023-0355,2023,12,286926,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2023-0356,2023,12,710000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2023-0357,2023,12,1033307,Voda/kanalizace (provoz),Vodovod – kalkulační výměr a výkazy,detail-518-2022-2025,uzavrene
518-2023-0358,2023,12,2377000,Zámek (budova),"Hřbitov, kaple a pohřebnictví – údržba",detail-518-2022-2025,uzavrene
518-2023-0359,2023,12,3388000,Zámek (budova),Zámek – pronájem stavebního jeřábu,detail-518-2022-2025,uzavrene
518-2023-0360,2023,12,9206910,ČOV / odpadní vody,ČOV – převzatá odpadní voda a čištění,detail-518-2022-2025,uzavrene
518-2024-0001,2024,1,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0002,2024,1,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0003,2024,1,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0004,2024,1,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0005,2024,1,109000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0006,2024,1,130800,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0007,2024,1,1936000,Odpady (svoz),Bioodpad a kompostování,detail-518-2022-2025,uzavrene
518-2024-0008,2024,1,14520,Ostatní,Revize a údržba plynových přípojek,detail-518-2022-2025,uzavrene
518-2024-0009,2024,1,25000,Ostatní,Mateřská škola – splátka úvěru,detail-518-2022-2025,uzavrene
518-2024-0010,2024,1,27000,Ostatní,Místní rozhlas a poplatky OSA,detail-518-2022-2025,uzavrene
518-2024-0011,2024,1,181500,Ostatní,"Certifikáty, elektronické podpisy a časová razítka",detail-518-2022-2025,uzavrene
518-2024-0012,2024,1,435600,Ostatní,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2024-0013,2024,1,517275,Ostatní,Obecní knihovna – provoz a knihovní systém,detail-518-2022-2025,uzavrene
518-2024-0014,2024,1,529980,Ostatní,Správní agenda a evidence,detail-518-2022-2025,uzavrene
518-2024-0015,2024,1,579590,Ostatní,Správní agenda a evidence,detail-518-2022-2025,uzavrene
518-2024-0016,2024,1,646000,Ostatní,Daňový poradce,detail-518-2022-2025,uzavrene
518-2024-0017,2024,1,714000,Ostatní,Pozemky – nájem a předpisy závazků,detail-518-2022-2025,uzavrene
518-2024-0018,2024,1,270300,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2024-0019,2024,1,640000,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2024-0020,2024,1,210000,Správa / odborné služby,Školení zaměstnanců obce,detail-518-2022-2025,uzavrene
518-2024-0021,2024,1,210000,Správa / odborné služby,Školení zaměstnanců obce,detail-518-2022-2025,uzavrene
518-2024-0022,2024,1,53716,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2024-0023,2024,1,15600,Voda/kanalizace (provoz),Poštovné,detail-518-2022-2025,uzavrene
518-2024-0024,2024,1,1160000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2024-0025,2024,1,36905360,ČOV / odpadní vody,ČOV – převzatá odpadní voda a čištění,detail-518-2022-2025,uzavrene
518-2024-0026,2024,2,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0027,2024,2,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0028,2024,2,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0029,2024,2,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0030,2024,2,80300,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0031,2024,2,107000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0032,2024,2,697900,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2024-0033,2024,2,533610,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0034,2024,2,11836931,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0035,2024,2,12100,Ostatní,Správní agenda a evidence,detail-518-2022-2025,uzavrene
518-2024-0036,2024,2,25000,Ostatní,Mateřská škola – splátka úvěru,detail-518-2022-2025,uzavrene
518-2024-0037,2024,2,36300,Ostatní,Správní agenda a evidence,detail-518-2022-2025,uzavrene
518-2024-0038,2024,2,386196,Ostatní,Místní rozhlas a poplatky OSA,detail-518-2022-2025,uzavrene
518-2024-0039,2024,2,1113200,Ostatní,"Kulturní akce, propagace a přání",detail-518-2022-2025,uzavrene
518-2024-0040,2024,2,11100,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2024-0041,2024,2,43600,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2024-0042,2024,2,4573800,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2024-0043,2024,2,5009400,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2024-0044,2024,2,232300,Správa / odborné služby,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2024-0045,2024,2,17500,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0046,2024,2,53716,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2024-0047,2024,2,271886,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0048,2024,2,286926,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0049,2024,2,158926,Voda/kanalizace (provoz),Vodovod – kalkulační výměr a výkazy,detail-518-2022-2025,uzavrene
518-2024-0050,2024,2,810000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2024-0051,2024,2,145200,Zámek (budova),Zámek – ostatní práce a materiál,detail-518-2022-2025,uzavrene
518-2024-0052,2024,2,296000,Zámek (budova),Revize a nákup hasicích přístrojů,detail-518-2022-2025,uzavrene
518-2024-0053,2024,3,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0054,2024,3,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0055,2024,3,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0056,2024,3,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0057,2024,3,25700,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0058,2024,3,98000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0059,2024,3,184900,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2024-0060,2024,3,285439,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0061,2024,3,1391694,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0062,2024,3,11601465,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0063,2024,3,8900,Ostatní,"Certifikáty, elektronické podpisy a časová razítka",detail-518-2022-2025,uzavrene
518-2024-0064,2024,3,20000,Ostatní,"Obecní vozidla – provoz, pojištění a servis",detail-518-2022-2025,uzavrene
518-2024-0065,2024,3,25000,Ostatní,Mateřská škola – splátka úvěru,detail-518-2022-2025,uzavrene
518-2024-0066,2024,3,187550,Ostatní,"Hřbitov, kaple a pohřebnictví – údržba",detail-518-2022-2025,uzavrene
518-2024-0067,2024,3,3615480,Ostatní,Ostatní,detail-518-2022-2025,uzavrene
518-2024-0068,2024,3,46200,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2024-0069,2024,3,1815000,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2024-0070,2024,3,305900,Správa / odborné služby,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2024-0071,2024,3,53716,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2024-0072,2024,3,273007,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0073,2024,3,286926,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0074,2024,3,400000,Voda/kanalizace (provoz),Vodovod a kanalizace – ostatní,detail-518-2022-2025,uzavrene
518-2024-0075,2024,3,910000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2024-0076,2024,3,338800,Zámek (budova),Zámek – ostatní práce a materiál,detail-518-2022-2025,uzavrene
518-2024-0077,2024,4,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0078,2024,4,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0079,2024,4,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0080,2024,4,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0081,2024,4,53000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0082,2024,4,112500,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0083,2024,4,112900,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2024-0084,2024,4,446127,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0085,2024,4,494164,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0086,2024,4,499428,Odpady (svoz),Nebezpečný odpad,detail-518-2022-2025,uzavrene
518-2024-0087,2024,4,11164171,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0088,2024,4,9000,Ostatní,Kancelářský materiál a vybavení,detail-518-2022-2025,uzavrene
518-2024-0089,2024,4,27000,Ostatní,Místní rozhlas a poplatky OSA,detail-518-2022-2025,uzavrene
518-2024-0090,2024,4,75680,Ostatní,"Certifikáty, elektronické podpisy a časová razítka",detail-518-2022-2025,uzavrene
518-2024-0091,2024,4,95500,Ostatní,"Certifikáty, elektronické podpisy a časová razítka",detail-518-2022-2025,uzavrene
518-2024-0092,2024,4,119680,Ostatní,"Certifikáty, elektronické podpisy a časová razítka",detail-518-2022-2025,uzavrene
518-2024-0093,2024,4,703000,Ostatní,Daňový poradce,detail-518-2022-2025,uzavrene
518-2024-0094,2024,4,3300,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2024-0095,2024,4,4791600,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2024-0096,2024,4,259000,Správa / odborné služby,Školení zaměstnanců obce,detail-518-2022-2025,uzavrene
518-2024-0097,2024,4,53716,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2024-0098,2024,4,275196,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0099,2024,4,282963,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0100,2024,4,61200,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2024-0101,2024,4,181500,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2024-0102,2024,4,158932,Voda/kanalizace (provoz),Vodovod – kalkulační výměr a výkazy,detail-518-2022-2025,uzavrene
518-2024-0103,2024,4,760000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2024-0104,2024,4,532400,Zámek (budova),Zámek – ostatní práce a materiál,detail-518-2022-2025,uzavrene
518-2024-0105,2024,4,3114000,Zámek (budova),Zámek – statické posudky a dřevěné prvky,detail-518-2022-2025,uzavrene
518-2024-0106,2024,5,160,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0107,2024,5,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0108,2024,5,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0109,2024,5,13800,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0110,2024,5,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0111,2024,5,104500,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0112,2024,5,546400,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2024-0113,2024,5,418539,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0114,2024,5,11836931,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0115,2024,5,102245,Ostatní,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2024-0116,2024,5,217400,Ostatní,"Obecní vozidla – provoz, pojištění a servis",detail-518-2022-2025,uzavrene
518-2024-0117,2024,5,2420000,Ostatní,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2024-0118,2024,5,3000000,Ostatní,"Geometrické plány, znalecké posudky a vklady do katastru",detail-518-2022-2025,uzavrene
518-2024-0119,2024,5,12900,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2024-0120,2024,5,26400,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2024-0121,2024,5,5009400,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2024-0122,2024,5,-59000,Správa / odborné služby,Školení zaměstnanců obce,detail-518-2022-2025,uzavrene
518-2024-0123,2024,5,182000,Správa / odborné služby,Školení zaměstnanců obce,detail-518-2022-2025,uzavrene
518-2024-0124,2024,5,1691100,Správa / odborné služby,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2024-0125,2024,5,17600,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0126,2024,5,53716,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2024-0127,2024,5,132000,Telekomunikace / IT,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2024-0128,2024,5,273007,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0129,2024,5,280100,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0130,2024,5,19900,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2024-0131,2024,5,119400,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2024-0132,2024,5,960000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2024-0133,2024,5,346000,Zámek (budova),Zámek – statické posudky a dřevěné prvky,detail-518-2022-2025,uzavrene
518-2024-0134,2024,5,390000,Zámek (budova),Zámek – plynové kotle a revize komínů,detail-518-2022-2025,uzavrene
518-2024-0135,2024,6,160,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0136,2024,6,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0137,2024,6,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0138,2024,6,15900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0139,2024,6,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0140,2024,6,95500,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0141,2024,6,100200,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2024-0142,2024,6,131800,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2024-0143,2024,6,284592,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0144,2024,6,11164171,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0145,2024,6,-346000,Opravy/storna dokladů,Oprava / storno účetního dokladu,detail-518-2022-2025,uzavrene
518-2024-0146,2024,6,548000,Ostatní,"Obecní vozidla – provoz, pojištění a servis",detail-518-2022-2025,uzavrene
518-2024-0147,2024,6,638000,Ostatní,"Obecní vozidla – provoz, pojištění a servis",detail-518-2022-2025,uzavrene
518-2024-0148,2024,6,1219000,Ostatní,"Obecní vozidla – provoz, pojištění a servis",detail-518-2022-2025,uzavrene
518-2024-0149,2024,6,9500,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2024-0150,2024,6,23400,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2024-0151,2024,6,5009400,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2024-0152,2024,6,501400,Správa / odborné služby,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2024-0153,2024,6,2500000,Správa / odborné služby,Služby BOZP,detail-518-2022-2025,uzavrene
518-2024-0154,2024,6,53716,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2024-0155,2024,6,272446,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0156,2024,6,280099,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2024-0157,2024,6,730000,Voda/kanalizace (provoz),Kanalizace – deratizace a kontrola,detail-518-2022-2025,uzavrene
518-2024-0158,2024,6,760000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2024-0159,2024,7,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0160,2024,7,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0161,2024,7,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0162,2024,7,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0163,2024,7,48800,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0164,2024,7,70600,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0165,2024,7,399058,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0166,2024,7,764841,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0167,2024,7,2387935,Odpady (svoz),Bioodpad a kompostování,detail-518-2022-2025,uzavrene
518-2024-0168,2024,7,11164171,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0169,2024,7,27000,Ostatní,Místní rozhlas a poplatky OSA,detail-518-2022-2025,uzavrene
518-2024-0170,2024,7,30000,Ostatní,"Hasiči (SDH) – výstroj, školení a pojištění",detail-518-2022-2025,uzavrene
518-2024-0171,2024,7,302500,Ostatní,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2024-0172,2024,7,820000,Ostatní,Daňový poradce,detail-518-2022-2025,uzavrene
518-2024-0173,2024,7,1280000,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2024-0174,2024,7,5662800,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2024-0175,2024,7,250000,Správa / odborné služby,Dětské hřiště – revize herních prvků,detail-518-2022-2025,uzavrene
518-2024-0176,2024,7,53716,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2024-0177,2024,7,271886,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0178,2024,7,280099,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0179,2024,7,810000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2024-0180,2024,7,1033306,Voda/kanalizace (provoz),Vodovod – kalkulační výměr a výkazy,detail-518-2022-2025,uzavrene
518-2024-0181,2024,8,160,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0182,2024,8,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0183,2024,8,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
